nom,street,postal_code,city,latitude,longitude,geocode_score,statut,objet,siret,mots_cles
KADDY SOLIDAIRE (KADDY'S),3 RUEL1 Edouard Pailleron,97420,Le Port,-20.959698,55.320713,0.6837,Active,"préserver et restaurer la sécurité alimentaire des populations en difficultés sous forme de don de colis alimentaire; de venir en aide aux personnes nécessiteux sous formes d'aides matériels et moraux ; exercer une activité économique par la vente de denrées alimentaires via ou épicerie solidaire réservés uniquement aux familles avec des critères d'accessibilités bien définis, les personnes en situation de détresse moral ou physique, les minima sociaux, les chômeurs, handicapés et malades ; les pré retraités et retraités ; les jeunes ; la fréquence d'ouverture de l'épicerie sera fixé à trois après midi par semaine, les prix vente pratiqués seront de 35 à 40 pour cent moins chère que pratiqués dans les commerces ; distribuer des repas chaud aux sans domiciles fixes ; répartir les éventuels excédents financiers de l' association à des oeuvre caritatives ou a d'autres projets associatives ; organiser des manifestations de bienfaisance et de soutien....et plus généralement toutes opérations industrielles, commerciales ou financières, mobilières, pouvant se rattacher directement ou indirectement à l'objet social ou susceptibles d'en faciliter le développement",,épicerie solidaire | colis alimentaire
TI KOLONS,6 RUE Naramsamy,97411,Saint-Paul,-20.983515,55.326786,0.7330,Active,"préserver et restaurer la sécurité alimentaire des populations en difficultés sous forme de don de colis alimentaires, venir en aide aux personnes nécessiteuses sous formes d'aides matériels et moraux; exercer une activité économique par la vente de denrées alimentaires via ou épicerie solidaire réservés uniquement aux familles avec des critères d'accessibilités bien définis avec une fréquence d'ouverture de l'épicerie fixée à trois après-midi par semaine ainsi que des prix vente pratiqués de l'ordre de 35 à 40 % moins chers pratiqués dans les commerces; distribuer des repas chaud aux sans domiciles fixes , repartir les éventuels excédents financiers de l'association à des oeuvres caritatives ou à d'autres projets associatifs; organiser des manifestations de bienfaisance et de soutien",,épicerie solidaire | colis alimentaire
TI SOUBIK,62 AV de la Commune de Paris,97420,Port,-20.941266,55.291414,0.7923,Active,"préserver et restaurer la sécurité alimentaire des populations en difficulté sous forme de don de colis alimentaire, venir en aide aux personnes nécessiteuses sous forme d'aide matériel et moraux, exercer une activité économique par la vente de denrées alimentaires via ou épicerie solidaire réservés uniquement aux familles avec des critères d'accessibilités bien définis avec une fréquence d'ouverture de l'épicerie fixée à trois après-midi par semaine ainsi que des prix vente pratiqués de l'ordre de 35 à 40% moins chères que pratiqués dans les commerces, distribuer des repas chaud aux sans domicile fixes,  repartir les éventuels excédents financiers de l'association à des uvres caritatives ou à d'autres projets associatifs, organiser des manifestations de bienfaisance et de soutien",,épicerie solidaire | colis alimentaire
L'ASSOCIATION COSETTE,68 AV Paul Julius Benard,97460,Saint-Paul,-21.026031,55.265274,0.8534,Active,"venir en aide aux personnes en situation de précarité en distribuant des colis alimentaires, favoriser l'accueil, l'entraide, la solidarité, la citoyenneté, la mobilisation, le mieux vivre ensemble, valoriser le savoir-faire, mettre en avant les compétences, partage de connaissances, mettre en place des actions, des ateliers, permettre l'accès à l'outil numérique, internet et communication pour tous, informer, orienter les personnes dans leurs diverses démarches administratives, créer un lien social, un soutien durable",,colis alimentaire
GOSPEL MIRACLE AMOUR ET COMPASSION,20 LOT de la Colline,97419,La Possession,-20.964731,55.346801,0.8124,Active,"récupérer de la marchandise auprès des grandes surfaces, collecte alimentaire, banque alimentaire, don de repas, récolter des vêtements etc, aide au plus démunis sur la commune de la Possession, sur l'ile de la Réunion, tous les territoires de France et internationalement, aide à des personnes pour la réalisation de leurs documents administratifs, recherche d'emploi, formation, stages, logements...",,banque alimentaire
L'ENTENTE PROXIMITE SOLIDARITE LOCATAIRE 974,22 RUE Capella,97434,Saint-Gilles-Les-Bains,-21.052402,55.227147,0.5703,Active,"proposer aux personnes en difficulté un accompagnement social et une activité professionnelle afin de faciliter leur insertion vers l'emploi durable; l'accompagnement des porteurs de projets et la mise en activité des bénéficiaires du RMI; le développement de projets dans les quartiers dit sensibles ou prioritaires; le développement de l'accès aux NTIC par le biais des actions cyber-cases; l'initiation des jeunes aux pratiques artistiques et sportives; l'organisation des manifestations musicales, sportives, artistiques et culturelles; accompagner, conseiller, orienter les personnes en difficulté dans la création d'entreprise, micro entreprise ou projets ; développer l'entretien de l'environnement par le nettoyage des espaces publics, réaliser des travaux de jardinage, la lutte contre les dépôts sauvages et la sensibilisation sur les nécessités du tri et du recyclage; réaliser des petits travaux pour des particuliers ou pour des entreprises publiques et privées ; développer l'entraide et la solidarité par le biais de banques alimentaires ou épicerie sociale",,banque alimentaire
"""ANSEMB' VILLENTROY""""""","334 bis, CHEM1 Villentroy",97422,Saint-Paul,-21.093918,55.302856,0.7905,Active,"mettre en place des activités socio-culturelles ; mettre en place des évènements et des formations  musicales ; mettre en place diverses animations sur le quartier ; mettre en place des activités pour tous publics ; mettre en place des activités sportives sur quartier ; développer des actions en faveur de l'environnement, l'insertion et du cadre de vie ; mettre en place des activités pour les séniors ; apporter une aide alimentaire aux personnes en difficultés",,aide alimentaire
EPICERIE BAZAR SOLIDAIRE,70 RUE Jean Albany,97422,Saint-Paul,-21.074493,55.2674,0.7567,Active,"aider les familles en difficultés de la Saline les Hauts et des alentours ; accompagner ces familles dans les démarches de demandes de colis alimentaires ; organiser tous types d'événements sur le territoire de la Commune de Saint-Paul ; de faciliter le tissage des liens sociaux et la cohésion sociale entre les familles ;  mobiliser la jeunesse dans le cadre de l'information, l'insertion et la formation ;  faire prendre conscience aux mères de familles des fondamentaux de la tradition et de la culture réunionnaise ; aider les enfants salinois et alentours à vivre dans un cadre de bien-être ;",,colis alimentaire
SORT'DAN FENOIR,25 RUE Frédéric Payet,97411,Saint-Paul,-20.978923,55.318494,0.8965,Active,"soutenir les démunis, SDF, protéger les mal aimé rejetés de la société,  développer les projets des jeunes au niveau de l'insertion sociale, effectuer les démarches administratives, prendre soin des personnes âgées et les accompagner administrativement (internet) dans le bien vieillir, partager des colis alimentaires, vêtements, logements, être à l'écoute et savoir les orienter vers les structures existantes dans l'accompagnement des personnes en détresses, proposer des activités autour de la musique tous publics et des animations culturelles",,colis alimentaire
ASSOCIATION LARGUE PAS LE HAUT,19 RTE Hubert Delisle,97435,Saint-Gilles les hauts,-21.092413,55.30664,0.5620,Active,"améliorer le quotidien des jeunes et des moins jeunes, des personnes vivant dans les milieux ruraux des hauts de Saint-Paul en tant que banque alimentaire, soutien scolaire, activités sportives, ateliers culinaires, voyage hors du département, journée de partage, apporter et redonner un peu de joie, d'amour et de partage dans des structures tels que les centres de convalescence et les maisons de retraite",,banque alimentaire
SOLIDARITE KREOL 974,13 RUE Jean Moulin,97490,Saint-Denis,-20.916598,55.506216,0.9707,Active,"venir en aide aux personnes sans abris, à La Réunion et en métropole, en leur apportant une aide alimentaire, en les accompagnant dans une démarche de réinsertion sociale, notamment, en les aidant à trouver un logement et un emploi ; venir en aide aux familles dans une situation précaire, présentant notamment de grosses difficultés financières en leur apportant une aide mobilière et alimentaire et en les accompagnant dans les diverses démarches administratives leur permettant l'obtention de soutiens ; venir en aide aux jeunes réunionnais qui s'installent en métropole par le biais de toutes structures associatives, en les accompagnant dans leurs démarches administratives et en les aidant à se repérer dans leurs environnements en métropole ; pratiquer toutes opérations industrielles, commerciales ou financières, mobilières ou immobilières, pouvant se rattacher directement ou indirectement à l'objet ou susceptibles d'en faciliter l'extension ou le développement, ainsi que tous les autres moyens susceptibles de concourir à la réalisation de son projet",,aide alimentaire
KILTIR INDIANOCEANIE,30 ALL José Marti,97420,Le Port,-20.937915,55.304687,0.8590,Active,"informer et fournir aux habitants les moyens pour la mise en place des gestes barrière en cas de crise sanitaire ; fournir une aide alimentaire d'urgence ; mettre en place un service de solidarité et de proximité ; maintenir un lien avec les personnes fragiles et isolées pendant cette crise ; informer, créer, développer, réaliser des projets par le biais de l'entreprenariat ; lutter contre les inégalités en mettant en uvre des projets d'inclusion sociale ; créer une banque coopérative accès sur le recyclage des déchets ; mettre en place des projets éducatifs, culturels, sociaux, sportifs ; informer, analyser, collecter, transporter et trier les déchets ; proposer à des personnes sans emploi ou rencontrant des difficultés sociales et professionnelles, un accompagnement autour du support socioculturel, éducatif, sportif, social ; offrir un abri de nuit et un accueil de jour aux personnes rencontrant des difficultés et aux sans domicile fixe ; apporter des solutions au chômage, aux jeunes des quartiers en zone prioritaire en favorisant l'entreprenariat ; défendre les droits et intérêts des locataires sur toutes les questions concernant l'habitat, l'urbanisme, les loyers, les charges locatives et autres prestations, la sécurité et la tranquillité, la santé publique ; soutenir et accompagner la pratique musicale et toutes activités pouvant y être rattachées",,aide alimentaire
